customer_id,gender,age,annual_income,spending_score
394,Male,37,28280,47
395,Female,47,70300,73
396,Female,31,44088,60
397,Male,26,15803,20
398,Male,54,42301,34
399,Female,57,34409,35
400,Male,35,115587,72
401,Female,24,41212,46
402,Female,18,25007,46
403,Male,56,69918,60
404,Female,41,115560,90
405,Male,58,26037,28
406,Female,43,101200,71
407,Female,34,89535,69
408,Male,64,42409,43
409,Female,38,109687,75
410,Male,21,61682,63
411,Female,63,65173,39
412,Male,23,27923,40
413,Female,22,67060,56
414,Female,37,50018,37
415,Female,24,42197,70
416,Male,36,55455,72
417,Female,40,34207,60
418,Female,32,47281,86
419,Female,44,30692,23
420,Male,33,26200,37
421,Female,25,93516,72
422,Male,24,35829,64
423,Male,62,94552,67
424,Female,29,39729,36
425,Female,30,86120,68
426,Male,53,23379,37
427,Female,55,36342,60
428,Female,25,87324,94
429,Male,46,42763,53
430,Male,32,29007,78
431,Male,58,28052,44
432,Female,20,75189,56
433,Male,22,62344,71
434,Male,18,57697,42
435,Male,24,68279,78
436,Female,51,50251,49
437,Female,48,140000,88
438,Male,44,87310,63
439,Male,19,55528,60
440,Male,55,18035,30
441,Male,43,20910,35
442,Male,42,106488,87
443,Female,57,31653,46
444,Female,38,47166,60
445,Female,21,53903,62
446,Male,35,50020,69
447,Female,18,23139,34
448,Male,44,73518,39
449,Male,18,33451,42
450,Male,56,78952,61
451,Male,37,44060,61
452,Female,36,69509,93
453,Female,45,84547,65
454,Female,44,37778,72
455,Female,40,96868,99
456,Male,41,101982,92
457,Female,32,59962,59
458,Female,24,26365,45
459,Male,44,114339,75
460,Female,49,77355,54
461,Female,47,31977,50
462,Male,28,72765,61
463,Male,18,39642,39
464,Male,26,38595,52
465,Male,18,41682,39
466,Male,32,29674,45
467,Male,47,15000,49
468,Female,20,49347,61
469,Female,46,29109,60
470,Male,70,90198,26
471,Male,39,30283,74
472,Female,33,70735,71
473,Female,48,140000,87
474,Female,26,56253,71
475,Female,40,28941,51
476,Male,48,38143,47
477,Female,35,102531,80
478,Male,44,30638,43
479,Female,18,33499,58
480,Male,35,140000,100
481,Male,33,41658,35
482,Male,18,89240,36
483,Female,41,29486,46
484,Male,28,38777,65
485,Female,35,54957,59
486,Female,41,105810,100
487,Male,68,75686,55
488,Male,52,45679,29
489,Female,44,28853,39
490,Female,26,63840,53
491,Female,31,140000,96
492,Male,53,42011,47
493,Female,20,140000,85
494,Male,47,50031,50
495,Male,49,96224,92
496,Male,36,50632,68
497,Male,19,33663,51
498,Male,37,19708,61
499,Male,23,42328,54
500,Female,34,99413,91
501,Male,56,24051,23
502,Male,48,34562,38
503,Female,31,68003,81
504,Female,26,55340,50
505,Female,32,54971,51
506,Male,41,51620,94
507,Female,31,53627,67
508,Female,58,17421,38
509,Female,23,38641,27
510,Female,23,79767,55
511,Male,18,86834,57
512,Male,19,51961,34
513,Male,45,39716,67
514,Female,62,85917,70
515,Female,36,15998,63
516,Female,42,55251,50
517,Male,48,114138,58
518,Female,69,96339,66
519,Female,34,140000,100
520,Female,61,41691,42
521,Male,52,81594,63
522,Female,23,35277,61
523,Male,38,73589,100
524,Female,48,73152,73
525,Female,43,39501,46
526,Male,29,27677,54
527,Male,25,37422,54
528,Male,19,70616,57
529,Male,53,83614,61
530,Female,48,48135,38
531,Male,61,115956,84
532,Male,33,35225,50
533,Female,42,140000,95
534,Female,18,34650,53
535,Male,20,140000,96
536,Female,43,81879,82
537,Female,22,29406,26
538,Male,31,83865,87
539,Female,42,26643,41
540,Male,18,85226,76
541,Female,48,42074,53
542,Male,44,46630,42
543,Male,40,73740,78
544,Male,32,41344,49
545,Male,31,71118,58
546,Female,27,51269,57
547,Female,18,140000,79
548,Female,42,16920,58
549,Male,41,78081,82
550,Male,40,44614,53
551,Male,48,50812,54
552,Female,30,31957,58
553,Female,50,94891,65
554,Male,24,28002,30
555,Female,41,56932,56
556,Female,28,50280,47
557,Female,61,48218,49
558,Male,36,56999,96
559,Male,28,140000,82
560,Male,63,34697,14
561,Male,54,26596,43
562,Male,49,58361,58
563,Male,63,41286,46
564,Female,55,39935,42
565,Female,43,121421,62
566,Female,30,61165,45
567,Male,44,65812,52
568,Male,23,43055,53
569,Male,39,32312,32
570,Male,46,59752,44
571,Female,18,140000,83
572,Male,37,53074,78
573,Female,50,81324,63
574,Female,55,45254,59
575,Female,23,114656,89
576,Male,26,37621,21
577,Male,43,32966,64
578,Male,30,70805,64
579,Female,42,87060,74
580,Female,37,44966,43
581,Male,50,57085,43
582,Female,18,23077,34
583,Male,29,65752,64
584,Female,46,37796,31
585,Male,44,69064,61
586,Male,26,71629,60
587,Female,31,18843,70
588,Female,34,34373,51
589,Female,18,112607,67
590,Male,18,74016,90
591,Female,62,102060,63
592,Female,45,103520,81
593,Male,70,76589,29
594,Male,52,34384,30
595,Male,49,89180,78
596,Male,48,105397,70
597,Female,34,70003,69
598,Male,36,100314,96
599,Male,45,74677,55
600,Male,33,65737,80
601,Male,40,87844,74
602,Male,34,140000,81
603,Female,39,77907,62
604,Male,18,71470,51
605,Female,47,68614,38
606,Male,43,91699,61
607,Female,18,31518,18
608,Male,52,26142,27
609,Male,47,26815,64
610,Male,34,16661,52
611,Male,65,35200,38
612,Male,42,67812,59
613,Female,18,121023,60
614,Male,54,15000,5
615,Female,29,83108,63
616,Male,51,32574,58
617,Male,46,20884,60
618,Female,47,50877,58
619,Female,39,28062,1
620,Female,36,50091,45
621,Female,59,39023,26
622,Male,36,29072,34
623,Male,18,32285,80
624,Male,28,140000,100
625,Male,18,30235,39
626,Male,56,123509,85
627,Male,53,136353,97
628,Female,38,52987,96
629,Female,34,90657,89
630,Female,51,35596,61
631,Male,36,41446,48
632,Female,18,22786,25
633,Female,37,57053,59
634,Female,37,73120,67
635,Male,27,41684,52
636,Female,44,55128,48
637,Female,28,18872,31
638,Female,38,140000,84
639,Female,55,31178,48
640,Male,56,16951,12
641,Male,44,140000,75
642,Female,35,40478,97
643,Male,49,42070,28
644,Female,48,64108,55
645,Female,30,27709,45
646,Male,34,33150,45
647,Female,34,76890,61
648,Female,39,15000,35
649,Male,44,95088,85
650,Female,43,90946,77
651,Female,27,60215,63
652,Female,36,31797,66
653,Male,46,75264,81
654,Female,44,48574,75
655,Female,18,74931,37
656,Female,34,37528,75
657,Female,28,34435,65
658,Female,47,18364,35
659,Female,43,35554,52
660,Male,39,140000,100
661,Female,18,52966,64
662,Female,66,38213,42
663,Male,48,28318,38
664,Female,63,58735,46
665,Female,18,48683,25
666,Female,55,94296,32
667,Male,45,29282,43
668,Male,45,97476,61
669,Female,35,39541,56
670,Female,26,87097,54
671,Male,23,99825,56
672,Male,52,39424,49
673,Male,33,93756,85
674,Male,61,42447,34
675,Female,39,24492,38
676,Female,36,111477,92
677,Male,56,24547,42
678,Male,56,75561,48
679,Male,30,138988,91
680,Female,54,51707,28
681,Male,52,32238,59
682,Male,36,36042,55
683,Female,24,24628,47
684,Male,38,53214,71
685,Male,27,31467,46
686,Female,59,47443,51
687,Female,49,82810,65
688,Female,18,15000,45
689,Female,33,17506,84
690,Female,30,34101,26
691,Female,20,52406,60
692,Male,48,140000,81
693,Female,48,49263,51
694,Female,44,62694,64
695,Male,38,15000,35
696,Male,28,15000,29
697,Male,51,21725,47
698,Male,35,74659,51
699,Male,37,35850,63
700,Female,18,66650,47
701,Female,41,15000,41
702,Male,18,65421,82
703,Female,25,67490,61
704,Female,45,107815,87
705,Female,49,29281,47
706,Male,64,22681,23
707,Female,45,53969,72
708,Female,25,25932,16
709,Female,26,85827,77
710,Female,23,25634,52
711,Female,33,37268,59
712,Female,37,18930,53
713,Male,59,43880,59
714,Female,24,37081,25
715,Male,18,26691,35
716,Female,49,51659,60
717,Male,18,26403,31
718,Male,68,56471,21
719,Female,28,69507,36
720,Female,22,50518,53
721,Male,45,40028,39
722,Female,48,80463,72
723,Male,54,83506,44
724,Male,26,49726,52
725,Male,39,32164,57
726,Female,45,53960,63
727,Male,20,36468,56
728,Male,31,127780,77
729,Male,37,140000,100
730,Female,49,55760,56
731,Female,44,52517,90
732,Female,18,39423,31
733,Female,36,51000,86
734,Male,57,39645,30
735,Female,38,37183,57
736,Female,55,64695,34
737,Female,38,35095,74
738,Male,66,61376,35
739,Male,53,31809,19
740,Male,44,93547,86
741,Female,44,72955,37
742,Female,49,98601,73
743,Male,26,39425,47
744,Male,20,34406,54
745,Female,25,23365,75
746,Female,68,59102,42
747,Male,47,80097,88
748,Male,34,17212,38
749,Male,18,15856,50
750,Female,27,37229,43
751,Male,35,20831,58
752,Male,45,95326,52
753,Male,69,56211,36
754,Male,21,140000,86
755,Male,25,83739,77
756,Female,35,29170,63
757,Female,33,84034,54
758,Male,47,19755,42
759,Male,32,57840,85
760,Female,23,49574,87
761,Female,58,79720,53
762,Female,42,45792,52
763,Male,29,40627,55
764,Male,18,16960,55
765,Female,28,37651,48
766,Female,57,24836,13
767,Male,21,55912,74
768,Female,35,66295,92
769,Female,53,56700,34
770,Male,48,44546,63
771,Female,35,65843,81
772,Male,49,43281,43
773,Male,31,41826,62
774,Male,18,40916,31
775,Male,28,79719,73
776,Female,47,77151,45
777,Female,29,42646,63
778,Female,28,56632,57
779,Male,40,67702,58
780,Female,50,21817,60
781,Male,36,112187,100
782,Male,18,23851,18
783,Female,42,60656,49
784,Male,47,138807,93
785,Female,42,77828,94
786,Female,62,67429,44
787,Male,32,91622,76
788,Male,31,24426,67
789,Female,43,140000,81
790,Female,26,61294,65
791,Female,19,46121,54
792,Female,18,74762,66
793,Male,65,17263,32
794,Male,59,47863,30
795,Male,38,29277,40
796,Female,28,60206,35
797,Female,40,89579,50
798,Female,42,94040,84
799,Female,51,54338,37
800,Male,25,39312,17
801,Female,47,24715,44
802,Male,35,20294,57
803,Female,31,74285,74
804,Female,49,15000,27
805,Female,55,15000,26
806,Male,18,120355,99
807,Female,34,42464,62
808,Male,20,32599,26
809,Female,35,48031,65
810,Male,18,32739,39
811,Male,32,18757,81
812,Female,67,33568,16
813,Male,50,33055,64
814,Male,68,73830,44
815,Male,52,107974,72
816,Male,18,40678,40
817,Female,70,29791,43
818,Female,18,39606,51
819,Female,42,83838,63
820,Male,56,94681,66
821,Male,32,69183,58
822,Male,46,50294,68
823,Male,39,75060,65
824,Male,55,23735,35
825,Male,34,41501,55
826,Female,28,94491,67
827,Male,64,39755,15
828,Male,18,30565,59
829,Male,38,51743,81
830,Male,43,15000,49
831,Male,32,80476,91
832,Female,18,73386,33
833,Female,70,64459,29
834,Female,27,52397,92
835,Male,38,105662,100
836,Male,30,63920,65
837,Male,39,53557,61
838,Male,34,140000,85
839,Male,47,23852,66
840,Female,53,22139,45
841,Male,24,44625,52
842,Female,29,99342,95
843,Female,28,44575,47
844,Female,45,44429,60
845,Male,39,17482,15
846,Female,46,15000,34
847,Female,42,130330,100
848,Male,56,140000,100
849,Female,42,47518,78
850,Female,50,32628,48
851,Male,70,27403,8
852,Female,42,86135,76
853,Female,37,36198,28
854,Female,31,48238,38
855,Female,45,33898,47
856,Male,41,40016,77
857,Male,46,67699,35
858,Female,38,137134,100
859,Female,52,73792,21
860,Female,39,61112,45
861,Male,38,39259,46
862,Male,44,27610,65
863,Male,25,28498,43
864,Male,21,31562,50
865,Male,39,35337,62
866,Male,41,51728,51
867,Female,53,140000,100
868,Female,65,17586,6
869,Male,45,33661,55
870,Female,39,78523,72
871,Female,39,38089,55
872,Male,27,140000,79
873,Female,57,121251,82
874,Male,52,88450,72
875,Male,34,52355,65
876,Female,19,24126,36
877,Male,18,92623,44
878,Male,27,121073,100
879,Male,64,16403,21
880,Female,40,22309,51
881,Female,35,28202,69
882,Male,41,57309,80
883,Male,55,82805,50
884,Female,45,55051,73
885,Female,55,64243,34
886,Male,23,50066,50
887,Female,18,66169,79
888,Male,41,66643,41
889,Female,30,29037,33
890,Male,54,32107,35
891,Female,35,133679,100
892,Female,18,51990,74
893,Male,48,25052,80
894,Female,46,103317,57
895,Male,18,29101,41
896,Male,39,59838,47
897,Female,23,63073,60
898,Female,22,67256,52
899,Male,52,72662,54
900,Male,41,77052,83
901,Female,32,40136,50
902,Female,22,36943,41
903,Male,30,30044,50
904,Female,30,44610,43
905,Female,40,59789,82
906,Female,32,59930,50
907,Female,33,28575,35
908,Female,52,15000,33
909,Female,41,62616,66
910,Female,36,39223,65
911,Male,18,70274,43
912,Female,64,61553,25
913,Female,38,96673,100
914,Male,41,106878,63
915,Male,40,19607,36
916,Female,47,110662,71
917,Male,26,15000,55
918,Female,52,30339,36
919,Male,29,79574,91
920,Female,24,140000,100
921,Male,44,26180,45
922,Male,41,97030,75
923,Male,45,42821,62
924,Male,41,102652,95
925,Male,37,47051,48
926,Female,48,122725,77
927,Female,25,33298,38
928,Female,39,86316,58
929,Female,25,65640,49
930,Male,21,61269,64
931,Female,45,70884,77
932,Male,59,78372,57
933,Female,28,50268,68
934,Male,24,45138,63
935,Female,31,95356,69
936,Male,40,140000,93
937,Male,53,47376,26
938,Female,55,47527,34
939,Female,27,76161,76
940,Male,45,59082,82
941,Male,62,24008,2
942,Female,25,24836,54
943,Female,43,41484,21
944,Male,18,17598,61
945,Female,37,52411,27
946,Female,37,80315,75
947,Female,63,41341,28
948,Male,37,26895,52
949,Male,19,66010,77
950,Female,29,36893,54
951,Female,36,46388,52
952,Male,64,61521,26
953,Male,54,46029,36
954,Female,43,54010,70
955,Female,38,107246,73
956,Female,68,18182,7
957,Female,58,39296,35
958,Male,46,17445,53
959,Female,22,15000,1
960,Female,55,18945,35
961,Male,34,60651,86
962,Male,28,60004,64
963,Male,24,34905,63
964,Male,49,28399,58
965,Male,26,48577,57
966,Female,29,46710,45
967,Female,35,96274,66
968,Female,54,41834,21
969,Female,18,24305,43
970,Female,68,140000,69
971,Male,44,133480,83
972,Female,64,16796,27
973,Female,42,25955,46
974,Female,42,134817,100
975,Female,31,40646,75
976,Female,18,76496,91
977,Male,18,83465,76
978,Male,55,15000,26
979,Female,37,31156,58
980,Male,46,41054,61
981,Female,45,18018,51
982,Male,21,39788,41
983,Female,51,26076,24
984,Male,40,52990,53
985,Female,56,39580,10
986,Female,39,40354,59
987,Male,37,54464,80
988,Female,35,26401,71
989,Male,46,56128,60
990,Male,44,35014,38
991,Female,55,79432,64
992,Female,29,50675,55
993,Female,48,29893,78
994,Female,55,50760,49
995,Female,39,67194,55
996,Male,19,57281,47
997,Male,41,48211,55
998,Female,49,102399,76
999,Male,41,80507,81
1000,Female,43,50662,55
1001,Female,51,75553,74
1002,Female,64,50121,58
1003,Male,33,140000,78
1004,Female,35,31080,61
1005,Female,49,28294,41
1006,Male,39,33778,27
1007,Male,30,21225,25
1008,Male,50,63073,44
1009,Male,39,75791,80
1010,Male,26,21857,39
1011,Female,39,51837,80
1012,Female,22,47414,73
1013,Female,45,139594,100
1014,Female,24,53728,46
1015,Male,38,56228,42
1016,Male,30,42964,52
1017,Female,37,41581,64
1018,Female,55,16760,38
1019,Male,44,88199,59
1020,Male,41,41130,44
1021,Male,29,37816,45
1022,Male,19,47317,76
1023,Male,59,36003,44
1024,Female,47,27620,41
1025,Male,40,23864,58
1026,Female,18,85156,48
1027,Female,42,29504,50
1028,Female,18,75651,53
1029,Female,40,15000,52
1030,Male,42,60739,57
1031,Female,47,56407,52
1032,Male,55,78879,73
1033,Female,24,112121,59
1034,Female,32,77477,76
1035,Male,35,85338,78
1036,Female,18,21720,34
1037,Male,41,37856,44
1038,Male,54,46817,12
1039,Female,33,15559,28
1040,Male,29,36349,52
1041,Male,48,42991,62
1042,Female,36,59651,54
1043,Male,21,33656,43
1044,Female,33,37662,85
1045,Male,18,99481,48
1046,Female,29,42131,50
1047,Male,45,33355,50
1048,Male,25,18042,24
1049,Female,43,72817,80
1050,Male,63,44560,27
1051,Male,38,15000,60
1052,Female,25,58516,59
1053,Female,40,35613,55
1054,Female,56,44851,53
1055,Female,37,81207,92
1056,Female,26,67833,74
1057,Female,27,72467,66
1058,Female,36,103854,76
1059,Female,20,44732,49
1060,Female,54,106320,60
1061,Female,18,40744,57
1062,Male,47,29407,54
1063,Male,61,70231,34
1064,Male,39,33770,37
1065,Female,37,42124,45
1066,Male,35,15000,51
1067,Female,48,45157,71
1068,Female,48,28535,30
1069,Male,36,40418,46
1070,Female,36,81924,93
1071,Female,18,104160,82
1072,Female,42,24807,64
1073,Female,25,72090,66
1074,Female,18,78341,62
1075,Male,47,19256,62
1076,Female,46,74465,80
1077,Male,40,15000,44
1078,Male,54,68494,91
1079,Male,50,98581,33
1080,Female,41,73343,68
1081,Female,25,34786,72
1082,Female,29,49012,63
1083,Male,43,140000,100
1084,Female,47,78077,65
1085,Male,39,26461,69
1086,Female,70,71804,49
1087,Male,23,25138,43
1088,Female,52,94946,56
1089,Male,18,92616,84
1090,Male,52,108618,90
1091,Male,30,140000,100
1092,Female,26,105371,72
1093,Male,38,82555,46
1094,Male,41,53254,32
1095,Male,45,70263,100
1096,Male,34,86184,89
1097,Male,26,63393,58
1098,Female,64,33590,26
1099,Male,40,102850,76
1100,Male,30,48236,59
1101,Female,18,33307,39
1102,Male,23,30870,34
1103,Male,24,25367,49
1104,Male,34,26431,71
1105,Female,53,25067,35
1106,Female,39,38453,31
1107,Female,44,48869,20
1108,Male,50,70137,76
1109,Male,63,25151,19
1110,Female,35,57321,75
1111,Female,49,44084,52
1112,Male,52,49637,39
1113,Male,37,44888,35
1114,Female,44,40656,81
1115,Female,27,37091,35
1116,Male,28,47394,63
1117,Male,49,33975,45
1118,Male,26,18399,45
1119,Female,30,111026,79
1120,Female,38,32503,42
1121,Female,52,26959,63
1122,Male,32,83697,85
1123,Male,29,74325,71
1124,Male,45,35962,55
1125,Male,28,27721,78
1126,Female,18,37133,47
1127,Female,42,64548,85
1128,Female,54,140000,73
1129,Female,66,65185,32
1130,Female,33,82235,67
1131,Male,42,22209,64
1132,Female,26,93413,79
1133,Female,46,30192,28
1134,Female,45,25942,55
1135,Male,23,76180,51
1136,Male,50,40892,38
1137,Male,27,71031,78
1138,Male,42,137167,77
1139,Female,18,60600,38
1140,Male,43,37598,44
1141,Male,30,27682,27
1142,Male,37,82319,91
1143,Male,26,30087,24
1144,Male,35,74883,72
1145,Male,46,43366,53
1146,Female,57,77455,69
1147,Male,40,78392,68
1148,Female,25,75960,86
1149,Male,58,17227,7
1150,Male,28,36107,40
